,Name,Time Ago,Like,Comment
586,@TheDuffs411axions,1 month ago,0,So... did you ever figure out who is behind that group?
587,@nomastersnogods9303,1 month ago,11,"It's always a wonder that every YouTube video, I watch here in the USA, has at least one comment regarding financial investment (scam), and yet YouTube fails to take action!"
588,@stokerdave4168,1 month ago,0,"The old adage applies, if it sounds too good to be true, it probably is!!!!"
589,@kb4432,1 month ago,1,This is what happens when half of the European Union covers black markets economies of eastern Europe. Scams after scam. And we want to extend the union to Georgia one day.
590,@Boss-313,1 month ago,0,Greed over sense is the ultimate recipe for disaster!
591,@drcornelius8275,1 month ago,1,You need someone who doesn't sound like a high schooler to narrate this video.
592,@aznosu,1 month ago,0,These are the ppl humanity has allowed to exist and worse to hoard all the wealth of the world. No wonder the world is collapsing bc most ppl are genuine and so they trust those in power are doing right as promised or lied.
593,@twohopes8353,1 month ago,11,shocking that they are getting away so easy.  is no justice in the world.
594,@Strawberryknight,1 month ago,0,"Milton's main operation is located in Kiev, Ukraine. Think about all the donations and free weapons that Ukraine has received."
595,@makut4154,1 month ago,0,There's no difference between FXVC EverFX and Banks.  They are all Pyramid Schemes.
596,@andrewaniche7751,1 month ago,1,This happened to me. Lost my life saving.
597,@checkmateking235,1 month ago,1,"I would have loved watching this interesting documentary to the end. Unfortunately, after seven minutes my ears couldn't tolerate any more of the vocal fry."
598,@sdqsdq6274,1 month ago,0,"damn scammer getting smarter and smarter , foresee a movie coming out"
599,@RaRa-eu9mw,1 month ago,6,David Kezerashvili needs to be jailed for life.
600,@future2985,1 month ago,0,"Being held back now, violentpanda passes it straight up, it's gonna be kadop and then KADOP it's almost in turbopulsa scores the shot of the game from kadop all season long he's had the point from turbo and he won't let up now 4 seconds left nrg needs this immediately they've got the kickoff in there favor Kadop tries to clear it is almost down inaudible violentpanda hits it the long way and it's almost there jstn keeps it alive challenge was right there it hits the corner nrg still around jstn is there for the shot and it's in jstn jstn this is rocket league"
601,@davidsphere,1 month ago,1,If you cannot spot this as a scam then you SHOULD have all your money taken from you to wake you up! Falling for this is caused by the same greed that the scammer is motivated by to take the money off you.
602,@kaikaikikit,1 month ago,0,Never let GREED drives ur investment and you should be safe...
603,@russbuttypennyblackblade,1 month ago,0,"Nike was accused of mocking women after it was revealed that transgender-identified biological male Dylan Mulvaney had entered into a sponsorship agreement to promote leggings and sports bras.

Mulvaney posted a video of himself prancing about in the clothing to Instagram as part of the lucrative sponsorship deal."
604,@charlieread2097,1 month ago,0,"15:20 is that the real life 'considerably richer than you' couple? Not really surprising that pretentious people like that, desperately trying to convey wealth through their clothing, are the ones getting scammed by get-rich-quick schemes. Difficult to sympathise with them when they were so clearly motivated by pure greed."
605,@sarahm2005,1 month ago,3,"Evil protects evil, and the rich only fail up. No one can touch them, even if they were doing everything out in the open."
606,@evlfck,1 month ago,1,"Scammers don't call americans? There are tens of Youtube accounts that are americans and deal with scammers . And Jim Browning has been doing exactly this and more for years, many other people have been fighting the scammers for years without any help, because the police in those areas is bough off by the scammers. But I can understand why a company wouldn't want to mention their competition, I was hoping that for a cause like this they would make an exception, but I guess companies do only care about their bottom line after all."
607,@simonp9169,1 month ago,0,I assumed it was going to be about C0VID jabs but then that's more in the hundred's of billions I guess.
608,@janwieczorek1187,1 month ago,0,"People are stupid they let them self scammed they believing anything what the scammers saying and then afterwards they CRYING LOUD AND BLAME EVERYONE AROUND FOR THEY OWN STUPIDITY. THEY LOST ALL , SO THAT'S GOOD MAYBE THEY GONNA LEARN THE LESSON !!!!!!!!"
609,@danube466,1 month ago,0,"That is why the Romans made fun of the Barbarians because they had two different laws, one to their barons and the other to the peasants..."
610,@lisainnewzealand8461,1 month ago,0,"I picked up and investigated myself a name that all this is familiar - Darren Hall, comes across as An Australian but is a New Zealander, but has a Citizenship for England from his Father, invested money off shore , the names familiar, then disappeared. Passes off with identieties, CV made up, twisted, disappeaarrs and same stories over. Advertises, create  advertising that looks like the real deal but if you pay attention, it changes. The Adverts makes up and passes off himself as heading this group to new countries. CV is fudged, lies. Passes off as Religious FR, to Bishop for a Religion of recent times under a different name and wears the outfits along with a co hort who was a Fr years ago but got de clocked. Advertised time over for missions and charities. Your names are the same. Same story from speaking to who he did over, wants you to stick more money in, and then next thing you know its gone and so has he"
611,@giovannidavinci20,1 month ago,17,"The stupidity that those victims were describing themselves is rooted in one word, GREED. You see, the scammers can do nothing to you if you are NOT being greedy, and being practical about what ""too good to be true"" means. So, at the end of the day, it's all about people's GREED tendency and mentality. Period."
612,@GeeMakn,1 month ago,0,I feel like the leaks tell us exactly what we already knew. Ukraine won’t get the eastern territories back.
613,@ryans2589,1 month ago,2,Great story! The vocal fry in the voice over was really hard to listen to though
614,@johnnygreenshirt6215,1 month ago,0,And yet they are still trading and very little has been done. When a guy or girl rings you on the phone telling you a 50% return in shares then you must be stupid to think it's the truth.
615,@Nicosdayinthelife,1 month ago,0,how do you track down a person in witness protection??
616,@michaelweed6268,1 month ago,0,"They messed up when they made it personal at 24:56 and now this woman is going to hunt them down, John Wick-style"
617,@christinepereira7622,1 month ago,11,"We live in a culture where, the message seems to be: that if you don't ""Make Money out of Money"" you are some sort of a loser, ""passive income"" is what we aspire to nowadays instead of actually doing something useful. I was listening to some financial guru type saying that AI will mean that we can just give our money to robots and they'll do all the shorting and snorting for us, more efficiently, what a future! The very premise that money can just magically multiply without any added value is taking us all into currency vortexes, it will be interesting to see where it all leads to, CBDCs, Cryptos, AI, so many dark roads to chose from :("
